layer,benchmark,model,score,error,neurons
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-enfr-1024-untrained,0.144403614,0.094998949,1024.0
dropout,Pereira2018-encoding,xlm-clm-enfr-1024,0.002250798,0.07214382,1024.0
encoder.layer_norm2.0,Pereira2018-encoding,xlm-clm-enfr-1024,0.124198949,0.040744178,1024.0
encoder.layer_norm2.1,Pereira2018-encoding,xlm-clm-enfr-1024,0.347202271,0.121633091,1024.0
encoder.layer_norm2.2,Pereira2018-encoding,xlm-clm-enfr-1024,0.384184263,0.072701355,1024.0
encoder.layer_norm2.3,Pereira2018-encoding,xlm-clm-enfr-1024,0.487358959,0.066095627,1024.0
encoder.layer_norm2.4,Pereira2018-encoding,xlm-clm-enfr-1024,0.404684179,0.0363692,1024.0
encoder.layer_norm2.5,Pereira2018-encoding,xlm-clm-enfr-1024,0.53740213,0.039841878,1024.0
dropout,Pereira2018-encoding,xlm-clm-enfr-1024-untrained,-0.017598962,0.043607191,1024.0
encoder.layer_norm2.0,Pereira2018-encoding,xlm-clm-enfr-1024-untrained,0.063506783,0.056324083,1024.0
encoder.layer_norm2.1,Pereira2018-encoding,xlm-clm-enfr-1024-untrained,0.034601449,0.054604228,1024.0
encoder.layer_norm2.2,Pereira2018-encoding,xlm-clm-enfr-1024-untrained,0.087279102,0.034056942,1024.0
encoder.layer_norm2.3,Pereira2018-encoding,xlm-clm-enfr-1024-untrained,0.123036457,0.059378212,1024.0
encoder.layer_norm2.4,Pereira2018-encoding,xlm-clm-enfr-1024-untrained,0.156004793,0.053068812,1024.0
encoder.layer_norm2.5,Pereira2018-encoding,xlm-clm-enfr-1024-untrained,0.155163205,0.048171657,1024.0
dropout,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.03923449,0.06687723,1024.0
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.077137639,0.055817182,1024.0
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.144213939,0.050177277,1024.0
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.157846245,0.072398685,1024.0
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.188102347,0.047476838,1024.0
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.175773244,0.083905518,1024.0
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.174092827,0.115140163,1024.0
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.161576334,0.111856806,1024.0
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.214258977,0.144573781,1024.0
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.243584983,0.076900242,1024.0
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.320649689,0.083919006,1024.0
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.340334707,0.044031463,1024.0
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.348602579,0.045462477,1024.0
dropout,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,-0.013025347,0.062051058,1024.0
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.051003159,0.083632094,1024.0
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.045331517,0.083198521,1024.0
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.099924637,0.044295462,1024.0
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.091680876,0.087820264,1024.0
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.088155718,0.034606731,1024.0
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.084134517,0.040791516,1024.0
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.068854881,0.088336673,1024.0
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.137651074,0.130501457,1024.0
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.176529868,0.091817692,1024.0
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.179303286,0.079212256,1024.0
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.158555973,0.061193393,1024.0
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.179962858,0.051751675,1024.0
dropout,Pereira2018-encoding,xlm-mlm-100-1280,-0.01605522,0.024131348,1280.0
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-100-1280,0.301991694,0.059793474,1280.0
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-100-1280,0.391083977,0.118700394,1280.0
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-100-1280,0.415971871,0.119432308,1280.0
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-100-1280,0.593212054,0.100011476,1280.0
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-100-1280,0.601169116,0.022990773,1280.0
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-100-1280,0.378105737,0.075382143,1280.0
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-100-1280,0.393568606,0.073332961,1280.0
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-100-1280,0.446103742,0.082444843,1280.0
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-100-1280,0.363515024,0.090664117,1280.0
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-100-1280,0.342126627,0.057585441,1280.0
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-100-1280,0.338272227,0.091313071,1280.0
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-100-1280,0.379885126,0.087117459,1280.0
encoder.layer_norm2.12,Pereira2018-encoding,xlm-mlm-100-1280,0.400391467,0.065451549,1280.0
encoder.layer_norm2.13,Pereira2018-encoding,xlm-mlm-100-1280,0.115737527,0.039745027,1280.0
encoder.layer_norm2.14,Pereira2018-encoding,xlm-mlm-100-1280,0.125259443,0.049660679,1280.0
encoder.layer_norm2.15,Pereira2018-encoding,xlm-mlm-100-1280,0.430299802,0.055433121,1280.0
dropout,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.028217455,0.038155636,1280.0
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.052446347,0.109647541,1280.0
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.09932642,0.043901641,1280.0
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.182729494,0.097595853,1280.0
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.170446218,0.085373434,1280.0
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.198701904,0.076388417,1280.0
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.233089088,0.077768809,1280.0
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.226933872,0.092890543,1280.0
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.209892069,0.051312926,1280.0
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.243534592,0.09528506,1280.0
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.270970789,0.069549393,1280.0
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.202298823,0.092284191,1280.0
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.220637336,0.069412189,1280.0
encoder.layer_norm2.12,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.228841808,0.060978914,1280.0
encoder.layer_norm2.13,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.26375306,0.066191923,1280.0
encoder.layer_norm2.14,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.293801515,0.066904895,1280.0
encoder.layer_norm2.15,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.311571412,0.073367147,1280.0
dropout,Pereira2018-encoding,xlm-mlm-en-2048,0.028299694,0.04610005,2048.0
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-en-2048,0.485862906,0.10675223,2048.0
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-en-2048,0.51186488,0.077946004,2048.0
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-en-2048,0.592583412,0.11713257,2048.0
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-en-2048,0.650339573,0.097640704,2048.0
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-en-2048,0.630339649,0.085201927,2048.0
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-en-2048,0.622713666,0.135409025,2048.0
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-en-2048,0.667867061,0.123163171,2048.0
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-en-2048,0.516463178,0.183495006,2048.0
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-en-2048,0.473511712,0.17783063,2048.0
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-en-2048,0.454138876,0.089889686,2048.0
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-en-2048,0.39949306,0.055339199,2048.0
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-en-2048,0.783953371,0.124537317,2048.0
dropout,Pereira2018-encoding,xlm-mlm-en-2048-untrained,-0.013970693,0.050148755,2048.0
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.151107201,0.06460696,2048.0
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.240157378,0.050149896,2048.0
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.269316662,0.106344065,2048.0
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.276252369,0.065989022,2048.0
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.323638637,0.076156734,2048.0
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.367818842,0.067985019,2048.0
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.385350493,0.098930888,2048.0
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.448258353,0.055779127,2048.0
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.495157314,0.122088805,2048.0
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.493675605,0.097216563,2048.0
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.508542631,0.043817382,2048.0
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.513802451,0.052600492,2048.0
embedding,Pereira2018-encoding,xlm-roberta-base,-0.01116905,0.046259308,768.0
encoder.layer.0,Pereira2018-encoding,xlm-roberta-base,0.487826239,0.19084475,768.0
encoder.layer.1,Pereira2018-encoding,xlm-roberta-base,0.512647923,0.092606455,768.0
encoder.layer.2,Pereira2018-encoding,xlm-roberta-base,0.512599615,0.056485979,768.0
encoder.layer.3,Pereira2018-encoding,xlm-roberta-base,0.447101897,0.108734097,768.0
encoder.layer.4,Pereira2018-encoding,xlm-roberta-base,0.464128969,0.108231776,768.0
encoder.layer.5,Pereira2018-encoding,xlm-roberta-base,0.501498115,0.093647569,768.0
encoder.layer.6,Pereira2018-encoding,xlm-roberta-base,0.466379446,0.090032501,768.0
encoder.layer.7,Pereira2018-encoding,xlm-roberta-base,0.472453166,0.086510828,768.0
encoder.layer.8,Pereira2018-encoding,xlm-roberta-base,0.47904999,0.15923299,768.0
encoder.layer.9,Pereira2018-encoding,xlm-roberta-base,0.501868046,0.10437994,768.0
encoder.layer.10,Pereira2018-encoding,xlm-roberta-base,0.546652179,0.119099577,768.0
encoder.layer.11,Pereira2018-encoding,xlm-roberta-base,0.576301408,0.089672671,768.0
embedding,Pereira2018-encoding,xlm-roberta-base-untrained,0.028614445,0.047018642,768.0
encoder.layer.0,Pereira2018-encoding,xlm-roberta-base-untrained,0.029743562,0.081465299,768.0
encoder.layer.1,Pereira2018-encoding,xlm-roberta-base-untrained,0.045724637,0.060913027,768.0
encoder.layer.2,Pereira2018-encoding,xlm-roberta-base-untrained,0.06256407,0.044745531,768.0
encoder.layer.3,Pereira2018-encoding,xlm-roberta-base-untrained,0.080826161,0.137787034,768.0
encoder.layer.4,Pereira2018-encoding,xlm-roberta-base-untrained,0.026276246,0.067911589,768.0
encoder.layer.5,Pereira2018-encoding,xlm-roberta-base-untrained,0.077873154,0.054596864,768.0
encoder.layer.6,Pereira2018-encoding,xlm-roberta-base-untrained,0.04480049,0.087313768,768.0
encoder.layer.7,Pereira2018-encoding,xlm-roberta-base-untrained,0.044372406,0.068962997,768.0
encoder.layer.8,Pereira2018-encoding,xlm-roberta-base-untrained,0.045145531,0.070286059,768.0
encoder.layer.9,Pereira2018-encoding,xlm-roberta-base-untrained,0.076006541,0.068098472,768.0
encoder.layer.10,Pereira2018-encoding,xlm-roberta-base-untrained,0.088808926,0.047877442,768.0
encoder.layer.11,Pereira2018-encoding,xlm-roberta-base-untrained,0.099846494,0.032852084,768.0
embedding,Pereira2018-encoding,xlm-roberta-large,-0.006719132,0.053849096,1024.0
encoder.layer.0,Pereira2018-encoding,xlm-roberta-large,0.524658093,0.110795653,1024.0
encoder.layer.1,Pereira2018-encoding,xlm-roberta-large,0.4730312,0.045074384,1024.0
encoder.layer.2,Pereira2018-encoding,xlm-roberta-large,0.402326864,0.058283696,1024.0
encoder.layer.3,Pereira2018-encoding,xlm-roberta-large,0.397551244,0.038596653,1024.0
encoder.layer.4,Pereira2018-encoding,xlm-roberta-large,0.379790136,0.083199753,1024.0
encoder.layer.5,Pereira2018-encoding,xlm-roberta-large,0.405598283,0.071667695,1024.0
encoder.layer.6,Pereira2018-encoding,xlm-roberta-large,0.4152871,0.088860695,1024.0
encoder.layer.7,Pereira2018-encoding,xlm-roberta-large,0.448328696,0.07766803,1024.0
encoder.layer.8,Pereira2018-encoding,xlm-roberta-large,0.407911688,0.068472249,1024.0
encoder.layer.9,Pereira2018-encoding,xlm-roberta-large,0.346133563,0.104481348,1024.0
encoder.layer.10,Pereira2018-encoding,xlm-roberta-large,0.289570938,0.041077089,1024.0
encoder.layer.11,Pereira2018-encoding,xlm-roberta-large,0.27120751,0.045997555,1024.0
encoder.layer.12,Pereira2018-encoding,xlm-roberta-large,0.242669541,0.089863606,1024.0
encoder.layer.13,Pereira2018-encoding,xlm-roberta-large,0.204822479,0.084793433,1024.0
encoder.layer.14,Pereira2018-encoding,xlm-roberta-large,0.205898891,0.042270732,1024.0
encoder.layer.15,Pereira2018-encoding,xlm-roberta-large,0.150438361,0.077213261,1024.0
encoder.layer.16,Pereira2018-encoding,xlm-roberta-large,0.092785602,0.050219846,1024.0
encoder.layer.17,Pereira2018-encoding,xlm-roberta-large,0.067678524,0.078437945,1024.0
encoder.layer.18,Pereira2018-encoding,xlm-roberta-large,0.056743703,0.060510954,1024.0
encoder.layer.19,Pereira2018-encoding,xlm-roberta-large,0.015021244,0.113216697,1024.0
encoder.layer.20,Pereira2018-encoding,xlm-roberta-large,-0.009021816,0.043297949,1024.0
encoder.layer.21,Pereira2018-encoding,xlm-roberta-large,0.014596488,0.044473257,1024.0
encoder.layer.22,Pereira2018-encoding,xlm-roberta-large,0.070826002,0.064825121,1024.0
encoder.layer.23,Pereira2018-encoding,xlm-roberta-large,0.348482831,0.102208679,1024.0
embedding,Pereira2018-encoding,xlm-roberta-large-untrained,-0.016609927,0.027272847,1024.0
encoder.layer.0,Pereira2018-encoding,xlm-roberta-large-untrained,0.044469454,0.04135788,1024.0
encoder.layer.1,Pereira2018-encoding,xlm-roberta-large-untrained,0.065670786,0.026197704,1024.0
encoder.layer.2,Pereira2018-encoding,xlm-roberta-large-untrained,0.124728121,0.043841105,1024.0
encoder.layer.3,Pereira2018-encoding,xlm-roberta-large-untrained,0.119804555,0.061475594,1024.0
encoder.layer.4,Pereira2018-encoding,xlm-roberta-large-untrained,0.152056202,0.069342277,1024.0
encoder.layer.5,Pereira2018-encoding,xlm-roberta-large-untrained,0.156398122,0.073232199,1024.0
encoder.layer.6,Pereira2018-encoding,xlm-roberta-large-untrained,0.148918521,0.071991758,1024.0
encoder.layer.7,Pereira2018-encoding,xlm-roberta-large-untrained,0.180602012,0.07075394,1024.0
encoder.layer.8,Pereira2018-encoding,xlm-roberta-large-untrained,0.175875484,0.062849664,1024.0
encoder.layer.9,Pereira2018-encoding,xlm-roberta-large-untrained,0.20776632,0.060764433,1024.0
encoder.layer.10,Pereira2018-encoding,xlm-roberta-large-untrained,0.203851475,0.044200465,1024.0
encoder.layer.11,Pereira2018-encoding,xlm-roberta-large-untrained,0.228226172,0.085714508,1024.0
encoder.layer.12,Pereira2018-encoding,xlm-roberta-large-untrained,0.223623617,0.061119936,1024.0
encoder.layer.13,Pereira2018-encoding,xlm-roberta-large-untrained,0.226931807,0.05722452,1024.0
encoder.layer.14,Pereira2018-encoding,xlm-roberta-large-untrained,0.243925856,0.062844653,1024.0
encoder.layer.15,Pereira2018-encoding,xlm-roberta-large-untrained,0.24516503,0.067366131,1024.0
encoder.layer.16,Pereira2018-encoding,xlm-roberta-large-untrained,0.247141466,0.065252681,1024.0
encoder.layer.17,Pereira2018-encoding,xlm-roberta-large-untrained,0.238275101,0.048356108,1024.0
encoder.layer.18,Pereira2018-encoding,xlm-roberta-large-untrained,0.247464948,0.080333001,1024.0
encoder.layer.19,Pereira2018-encoding,xlm-roberta-large-untrained,0.251104263,0.051541632,1024.0
encoder.layer.20,Pereira2018-encoding,xlm-roberta-large-untrained,0.271651996,0.048479738,1024.0
encoder.layer.21,Pereira2018-encoding,xlm-roberta-large-untrained,0.302233234,0.046699634,1024.0
encoder.layer.22,Pereira2018-encoding,xlm-roberta-large-untrained,0.316922466,0.034411326,1024.0
encoder.layer.23,Pereira2018-encoding,xlm-roberta-large-untrained,0.313599013,0.057541166,1024.0
drop,Pereira2018-encoding,transfo-xl-wt103,0.002266321,0.048727601,1024.0
encoder.layers.0,Pereira2018-encoding,transfo-xl-wt103,0.067665367,0.087662455,1024.0
encoder.layers.1,Pereira2018-encoding,transfo-xl-wt103,0.151993999,0.067210189,1024.0
encoder.layers.2,Pereira2018-encoding,transfo-xl-wt103,0.189543657,0.051446823,1024.0
encoder.layers.3,Pereira2018-encoding,transfo-xl-wt103,0.253617001,0.048769362,1024.0
encoder.layers.4,Pereira2018-encoding,transfo-xl-wt103,0.347885198,0.099379499,1024.0
encoder.layers.5,Pereira2018-encoding,transfo-xl-wt103,0.377214751,0.063844734,1024.0
encoder.layers.6,Pereira2018-encoding,transfo-xl-wt103,0.385113476,0.065353895,1024.0
encoder.layers.7,Pereira2018-encoding,transfo-xl-wt103,0.369724388,0.112738113,1024.0
encoder.layers.8,Pereira2018-encoding,transfo-xl-wt103,0.347712327,0.043759386,1024.0
encoder.layers.9,Pereira2018-encoding,transfo-xl-wt103,0.466565829,0.088974599,1024.0
